Nome,CNES,CNPJ,Nome Empresarial,CPF,Personalidade,Logradouro,Número,Telefone,Complemento,Bairro,CEP,Município,UF,Tipo Estabelecimento,Sub Tipo Estabelecimento,Esfera Administrativa,Gestão,Natureza da Organização,Dependência,Número Alvará,Órgão Expedidor,Data Expedição,url,VCo_Unidade,VEstado,VCodMunicipio,_id
CLINICA SORRIDENTS PARANOA,7013876,08709295000181,CLINICA ODONTOLOGICA LFV PARANOA LTDA ME,--,JURÍDICA,AVENIDA PARANOA CONJUNTO 24 LOTE 09 LOJA,01,61 81756165,,PARANOA,71573214,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,.,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107013876&VEstado=53&VCodMunicipio=530110,5301107013876,53,530110,54074ef4e6dc0ff0691fb7c5
CLINICA ODONTOLOGICA SORRISO,3070565,05637507000174,B W DE TORRECILLAS ROSA ODONTOLOGIA,--,JURÍDICA,AV PARANOA CONJ 10,08,(61)4082244,SALA 101,PARANOA,71571220,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,000128/2003,SES,28/07/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103070565&VEstado=53&VCodMunicipio=530110,5301103070565,53,530110,54074ef4e6dc0ff0691fb7c6
CLINICA ODONTOLOGICA SORRISO,5704278,,BRUCCE WANDER DE TORRECILLAS ROSA,--,FÍSICA,AV PARANOA CONJ 09 NR,08,61-34082244,SALAS 01 E 02,PARANOA,71571710,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,000100000,SES,02/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301105704278&VEstado=53&VCodMunicipio=530110,5301105704278,53,530110,54074ef5e6dc0ff0691fb7c7
CLINICA ODONTOLOGICA SORRIRESAUDE,7065418,02370389000192,CLINICA ODONTOLOGICA MARTA QUEIROZ LTDA ME,--,JURÍDICA,AVENIDA PARANOA QD 22 CONJ 16 LOTE 8 LOJA 2,2,6133698063,PARANOA,PARANOA,71572200,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00159/2012,SES,01/04/2012,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107065418&VEstado=53&VCodMunicipio=530110,5301107065418,53,530110,54074ef5e6dc0ff0691fb7c8
CLINICA NOVA VISAO,5704251,04291606000184,FH CONSULTORIO OFTALMOLOGICO LTDA ME,--,JURÍDICA,AV PARANOA CONJ 16 LT 07 LOJA 01 SALA,101,33692367,,PARANOA,71572980,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301105704251&VEstado=53&VCodMunicipio=530110,5301105704251,53,530110,54074ef6e6dc0ff0691fb7c9
CLINICA MEDICA ENTRE LAGOS,6330932,10577312000116,CLINICA MEDICA ENTRE LAGOS LTDA,--,JURÍDICA,AV PARANOA CONJ 19 LOTE,07,33696268,LOJAS 01 E 02,PARANOA,71572980,PARANOA - IBGE - 530110,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00172/2009,SES,10/06/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301106330932&VEstado=53&VCodMunicipio=530110,5301106330932,53,530110,54074ef6e6dc0ff0691fb7ca
CLINICA ODONTORRISO,3070573,,CELSO MURTA GOMES,--,FÍSICA,AV PARANOA CONJ 11,11,(61)3695566,SALA 101,PARANOA,71571220,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,000.026/2004,SES,19/02/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103070573&VEstado=53&VCodMunicipio=530110,5301103070573,53,530110,54074ef7e6dc0ff0691fb7cb
CLIAMA C A P C E LTDA,6226353,01701673000131,CLIAMA CLIN DE ATEND PSICOLOGICO A CRIANCAS ESPECIAIS LTDA,--,JURÍDICA,AVDCC ESTRADA DO CACHOEIRINHA,580,30324889,,PARANOA,71570200,PARANOA - IBGE - 530110,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,24,SES,06/08/2008,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301106226353&VEstado=53&VCodMunicipio=530110,5301106226353,53,530110,54074ef7e6dc0ff0691fb7cc
CLINICA INTEGRADA,3310027,,ALEXANDRE LOBATO DOMINGUES,--,FÍSICA,AV PARANOA Q23 CONJ 17 LOTE 13,02,(61)3695793,,PARANOA,71572300,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,017/2004,SES,17/02/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103310027&VEstado=53&VCodMunicipio=530110,5301103310027,53,530110,54074ef8e6dc0ff0691fb7cd
CISO,7044240,,RACHELL DE CARVALHO GUTH,--,FÍSICA,AVENIDA PARANOA QUADRA 09 CONJUNTO 01 LOTE 01 SALA,202,33696836,,PARANOA,71570900,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,1034,SES,11/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107044240&VEstado=53&VCodMunicipio=530110,5301107044240,53,530110,54074ef8e6dc0ff0691fb7ce
CETROS,3310019,06092398000110,CETROS CLINICA MEDICA E PSICOLOGICA LTDA,--,JURÍDICA,AV PARANOA CONJ 20 LOTE,11,,SALAS 101102,PARANOA,71572607,PARANOA - IBGE - 530110,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00089/2004,SES,03/06/2004,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103310019&VEstado=53&VCodMunicipio=530110,5301103310019,53,530110,54074ef8e6dc0ff0691fb7cf
CENTRO DE ODONTOLOGIA ESTETICA 2,6355633,,ANA CAROLINA BERTAZZI MENDES,--,FÍSICA,AV PARANOA QD 08 CONJ 02 LOTE,28,33694563,2 ANDAR,PARANOA,71570800,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301106355633&VEstado=53&VCodMunicipio=530110,5301106355633,53,530110,54074ef9e6dc0ff0691fb7d0
CENTRO DE ODONTOLOGIA ESTETICA,6355668,,DANIEL PEREIRA RAMOS,--,FÍSICA,AV PARANOA QD 08 CONJ 02 LOTE,28,33694563,2 ANDAR,PARANOA,71570800,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301106355668&VEstado=53&VCodMunicipio=530110,5301106355668,53,530110,54074efae6dc0ff0691fb7d1
CENTRO CLINICO PARANOA,7486359,17927397000164,CENTRO MEDICO PARANOA LTDA EPP,--,JURÍDICA,AV PARANOA CONJUNTO,09,6178170301,LOTE 06 SALA 301,PARANOA,71571710,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00151/2013,SES,05/08/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107486359&VEstado=53&VCodMunicipio=530110,5301107486359,53,530110,54074efae6dc0ff0691fb7d2
CENTRO CLINICO DA VISAO,5858437,02531681000301,D N P CLINICA OFTALMOLOGICA LTDA,--,JURÍDICA,AVINIDA PARANOA CONJ 12 LOTE 08,S/N,3408-1515,,PARANOA,71570050,PARANOA - IBGE - 530110,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,41,SES,19/10/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301105858437&VEstado=53&VCodMunicipio=530110,5301105858437,53,530110,54074efae6dc0ff0691fb7d3
CENTRO CLINICO ANANKE,7131607,36756427000323,ANANKE CENTRO DE ATENCAO A SAUDE MENTAL LTDA,--,JURÍDICA,NUCLEO RURAL DESEMB COLOMBO CERQUEIRA ESTR DA,S/N,,CACHOEIRINHA CH 560,PARANOA,71570200,PARANOA - IBGE - 530110,DF,CLINICA/CENTRO DE ESPECIALIDADE,CEO-I,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107131607&VEstado=53&VCodMunicipio=530110,5301107131607,53,530110,54074efbe6dc0ff0691fb7d4
CAPS II PARANOA,5167892,,CAPS II PARANOA,--,JURÍDICA,AREA ESP,01,33699934,PARANOA,PARANOA,71570200,PARANOA - IBGE - 530110,DF,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS II,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301105167892&VEstado=53&VCodMunicipio=530110,5301105167892,53,530110,54074efbe6dc0ff0691fb7d5
CEMARE CLINICA MEDICA PSICOLOGICA,3090930,05686562000154,CEMARE CLINICA MEDICA E PSICOLOGICA LTDA,--,JURÍDICA,AV PARANOA QDA 09 CONJ 03 LOTE,05,,LOJA 01,PARANOA,71571013,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00217/2010,SES,29/07/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103090930&VEstado=53&VCodMunicipio=530110,5301103090930,53,530110,54074efce6dc0ff0691fb7d6
CAPS AD ITAPOA,7094116,,CAPS AD ITAPOA,--,JURÍDICA,QD 378 CJ A AREA ESPECIAL 04,1,,DEL LAGO,PARANOA,71590000,PARANOA - IBGE - 530110,DF,CENTRO DE ATENCAO PSICOSSOCIAL,CAPS ALCOOL E DROGA,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107094116&VEstado=53&VCodMunicipio=530110,5301107094116,53,530110,54074efce6dc0ff0691fb7d7
CAFI,5517524,07326394000111,CAFI CLINICA DE ACUPUNTURA E FISIOTERAPIA INTEGRADA LTDA,--,JURÍDICA,AV PARANOA CONJ 23 LT 04 SUBSOLO LOJAS 01 02 SALAS 105 106,S/N,,,PARANOA,71573101,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00072/2007,SMS,25/07/2007,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301105517524&VEstado=53&VCodMunicipio=530110,5301105517524,53,530110,54074efde6dc0ff0691fb7d8
ADRIANA VILELA GONCALVES,3072576,,ADRIANA VILELA GONCALVES,--,FÍSICA,AV PARANOA CONJ 17,25,(61)3691200,SOBRELOJA,PARANOA,71571220,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00049/2002,SES,28/02/2002,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301103072576&VEstado=53&VCodMunicipio=530110,5301103072576,53,530110,54074efee6dc0ff0691fb7d9
AD CORPUS NUTRICAO,7495196,19541508000125,AD CORPUS NUTRICAO E ESTETICA LTDA ME,--,JURÍDICA,QUADRA 09 LOTE 01 CONJUNTO 01,202,6133691903,AVENIDA PARANOA,PARANOA,71571000,PARANOA - IBGE - 530110,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301107495196&VEstado=53&VCodMunicipio=530110,5301107495196,53,530110,54074efee6dc0ff0691fb7da
VANIA MARIA SARAIVA,3955974,,VANIA MARIA SARAIVA,--,FÍSICA,CLN 7 BLOCO A LOTE,1,061 33997529,,RIACHO FUNDO I,71805702,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,80,SES,22/05/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353955974&VEstado=53&VCodMunicipio=530135,5301353955974,53,530135,54074effe6dc0ff0691fb7db
UBS RIACHO FUNDO I QS 04,5295033,,UBS RIACHO FUNDO I QS 04,--,JURÍDICA,QS 04 CJ 09 CASA,09,34861615,EQ 03 RFI SIAB 433,RIACHO FUNDO I,71820409,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301355295033&VEstado=53&VCodMunicipio=530135,5301355295033,53,530135,54074f00e6dc0ff0691fb7dc
UBS RIACHO FUNDO II QN 14 C,3742881,,UBS RIACHO FUNDO II QN 14 C,--,JURÍDICA,QN8C AE S N,S/N,,EQ 03RFII SIAB 445,RIACHO FUNDO II,71881627,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353742881&VEstado=53&VCodMunicipio=530135,5301353742881,53,530135,54074f00e6dc0ff0691fb7dd
UBS RIACHO FUNDO II QN 15 D,3742830,,UBS RIACHO FUNDO II QN 15 D,--,JURÍDICA,QN8C AE S N,S/N,34861615,EQ 04RFII SIAB 444,RIACHO FUNDO,71881340,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353742830&VEstado=53&VCodMunicipio=530135,5301353742830,53,530135,54074f01e6dc0ff0691fb7de
UBS CAUB II,7526504,,UNIDADE BASICA DE SAUDE CAUB II,--,JURÍDICA,CAUB II CASA 13,13,,,CAUB II,71884300,RIACHO FUNDO - IBGE - 530135,DF,CENTRO DE SAUDE/UNIDADE BASICA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301357526504&VEstado=53&VCodMunicipio=530135,5301357526504,53,530135,54074f02e6dc0ff0691fb7df
SORRISO E CIA SEMPRE CUIDANDO DO SEU SORRISO,6357326,,ANA PAULA MARTINS DE MOURA,--,FÍSICA,QN 14D CONJ 07 LOTE 10 LOJA,04,33332276,,RIACHO FUNDO,71881147,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,00068,SES,30/08/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356357326&VEstado=53&VCodMunicipio=530135,5301356357326,53,530135,54074f02e6dc0ff0691fb7e0
SOLANGE CORREA DE SOUSA,3955966,,SOLANGE CORREA DE SOUSA,--,FÍSICA,CAUB I LOTE,76,84028440,CASA 01,BRASILIA,71884690,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,SERVIÇO SOCIAL AUTONOMO,INDIVIDUAL,ODO 23-13,SES,29/04/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353955966&VEstado=53&VCodMunicipio=530135,5301353955966,53,530135,54074f02e6dc0ff0691fb7e1
SILVIO GARCIA NETO,3485196,,SILVIO GARCIA NETO,--,FÍSICA,CLN 07 LOTE 03 BLOCO B LOJA 02,07,33991344,LOTE 03,RIACHO FUNDO I,71805542,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,42/10,SES,29/04/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353485196&VEstado=53&VCodMunicipio=530135,5301353485196,53,530135,54074f03e6dc0ff0691fb7e2
SHOPPING DO DENTE,6278906,09300844000122,H I ODONTOLOGIA LTDA,--,JURÍDICA,QS 12 CONJUNTO 7A LOTE 02 LOJA 01 E 02,02,396300892,,RIACHO FUNDO I,71825207,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,076,SES,27/05/2009,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356278906&VEstado=53&VCodMunicipio=530135,5301356278906,53,530135,54074f04e6dc0ff0691fb7e3
RENATA BEATRIZ RIBEIRO,3485161,,RENATA BEATRIZ RIBEIRO,--,FÍSICA,QN 07D CONJUNTO,04,(61)333 7855,LOTE 13,RIACHO FUNDO II,71880044,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353485161&VEstado=53&VCodMunicipio=530135,5301353485161,53,530135,54074f04e6dc0ff0691fb7e4
RACHEL DE ABREU E SILVA DE SOUSA,3955931,,RACHEL DE ABREU E SILVA DE SOUSA,--,FÍSICA,QN 7 CONJUNTO,2,061 3399 2710,SALA 104,RIACHO FUNDO,71805702,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,74,SES,17/05/2006,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353955931&VEstado=53&VCodMunicipio=530135,5301353955931,53,530135,54074f05e6dc0ff0691fb7e5
PSU 2 RIACHO FUNDO II,3410196,,POSTO DE SAUDE URBANO 2 DO RIACHO FUNDO II,--,JURÍDICA,AREA ESPECIAL QC,01,,EQ 01RFII SIAB 428,RIACHO FUNDO II,71882010,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,SES,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353410196&VEstado=53&VCodMunicipio=530135,5301353410196,53,530135,54074f06e6dc0ff0691fb7e6
PSU RIACHO FUNDO II,2660199,,PSU RIACHO FUNDO II,--,JURÍDICA,QN 07 A B AREA ESPECIAL LOTES 1 E 2,S/N,(61)34341125,EQ 02RFII SIAB 432,RIACHO FUNDO II,71805731,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301352660199&VEstado=53&VCodMunicipio=530135,5301352660199,53,530135,54074f06e6dc0ff0691fb7e7
PSU RIACHO FUNDO I QN 01,3781437,,PSU RIACHO FUNDO I QN 01,--,JURÍDICA,QN 01 CONJUNTO 20 CASA,22,34861615,EQ 02RFI SIAB 430,RIACHO FUNDO I,71805132,RIACHO FUNDO - IBGE - 530135,DF,POSTO DE SAUDE,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353781437&VEstado=53&VCodMunicipio=530135,5301353781437,53,530135,54074f07e6dc0ff0691fb7e8
POSTO DE SAUDE EQUIPE DE SAUDE DA FAMILIA,7060343,,POSTO DE SAUDE QN 08 C,--,JURÍDICA,QN 08 AE,1,34861615,,RIACHO FUNDO II,71880130,RIACHO FUNDO - IBGE - 530135,DF,CENTRO DE SAUDE/UNIDADE BASICA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301357060343&VEstado=53&VCodMunicipio=530135,5301357060343,53,530135,54074f08e6dc0ff0691fb7e9
PSR CAUB I,2673924,,PSR CAUB I,--,JURÍDICA,CAUB I AREA ESPECIAL,01,,CAUB I,RIACHO FUNDO II,71805731,RIACHO FUNDO - IBGE - 530135,DF,CENTRO DE SAUDE/UNIDADE BASICA,,ESTADUAL,ESTADUAL,ADMINISTRACAO DIRETA DA SAUDE (MS,SES e SMS),MANTIDA,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301352673924&VEstado=53&VCodMunicipio=530135,5301352673924,53,530135,54074f09e6dc0ff0691fb7ea
PLENUS ART FISIO,6620175,10676212000147,PLENUS FISIOTERAPIA LTDA,--,JURÍDICA,QUADRA SUL 06 CONJUNTO 01 LOTE 07 LOJA 02,S/N,,,RIACHO FUNDO,71820601,RIACHO FUNDO - IBGE - 530135,DF,CLINICA/CENTRO DE ESPECIALIDADE,OUTROS,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,,,,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356620175&VEstado=53&VCodMunicipio=530135,5301356620175,53,530135,54074f09e6dc0ff0691fb7eb
PAULO HENRIQUE MATSUBARA KOGA,2617390,,PAULO HENRIQUE MATSUBARA KOGA,--,FÍSICA,QN 07 CONJUNTO 04 LOTE,28,(61) 3991466,,RIACHO FUNDO,71805702,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,122/2003,SES,02/06/2003,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5300102617390&VEstado=53&VCodMunicipio=530135,5300102617390,53,530135,54074f0ae6dc0ff0691fb7ec
PASTEUR MEDICINA DIAGNOSTICA RIACHO FUNDO,6498027,61486650038741,DIAGNOTICOS DA AMERICA S A,--,JURÍDICA,QS 04 CONJUNTO 02 LOTE,15,61 3433-3206,,RIACHO FUNDO I,71820402,RIACHO FUNDO - IBGE - 530135,DF,UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO),,PRIVADA,ESTADUAL,EMPRESA PRIVADA,MANTIDA,LAB0001-13,SES,24/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356498027&VEstado=53&VCodMunicipio=530135,5301356498027,53,530135,54074f0ae6dc0ff0691fb7ed
ORTHO PLUS ORTODONTIA E ORTOPEDIA FACIAL,6267173,,ROSSANA CASTRO DE SOUZA EMERY,--,FÍSICA,QN 07 CONJUNTO 02 LOTE,22,(61)3992710,SALA 104,RIACHO FUNDO I,71805702,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,ODO 016-13,SES,10/06/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356267173&VEstado=53&VCodMunicipio=530135,5301356267173,53,530135,54074f0be6dc0ff0691fb7ee
ODONTOCLINICA SORRISO PERFEITO,5466180,08718604000180,SIF SANTOS ODONTOCLINICA,--,JURÍDICA,QS 04 QUADRA 04 CONJUNTO 02 LOTE,09,6139636040,,RIACHO FUNDO I,71805725,RIACHO FUNDO - IBGE - 530135,DF,CLINICA/CENTRO DE ESPECIALIDADE,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,06,SES,03/03/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301355466180&VEstado=53&VCodMunicipio=530135,5301355466180,53,530135,54074f0ce6dc0ff0691fb7ef
ODONTOSIMOES,3073602,,RAFAEL OLIVEIRA SIMOES,--,FÍSICA,QN 05 CONJ 07 LOTE 11,103,6133990148,,RIACHO FUNDO 1,71805400,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,ECONOMIA MISTA,INDIVIDUAL,ODO-0020-13,SES,09/05/2013,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301353073602&VEstado=53&VCodMunicipio=530135,5301353073602,53,530135,54074f0ce6dc0ff0691fb7f0
ODONTOCLINICA CSB CENTRO DE SAUDE BUCAL,5610494,,CRISTIANE QUIRINO DO NASCIMENTO,--,FÍSICA,QS 06 CONJUNTO,01,33996246,LOTE 39,RIACHO FUNDO I,71820601,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,057/2010,SES,13/04/2010,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301355610494&VEstado=53&VCodMunicipio=530135,5301355610494,53,530135,54074f0de6dc0ff0691fb7f1
ODONTO MAIS,6399304,,ALESSANDRA DUARTE GUIMARAES E SILVA,--,FÍSICA,QN 7F CONJUNTO 7,40,61 34344727,SALA 101,RIACHO FUNDO II,71880067,RIACHO FUNDO - IBGE - 530135,DF,CONSULTORIO ISOLADO,,PRIVADA,ESTADUAL,EMPRESA PRIVADA,INDIVIDUAL,ODO 0018-13,SES,05/05/2011,http://cnes.datasus.gov.br/Exibe_Ficha_Estabelecimento.asp?VCo_Unidade=5301356399304&VEstado=53&VCodMunicipio=530135,5301356399304,53,530135,54074f0ee6dc0ff0691fb7f2
